,id,name,artist,album_name,popularity,duration_sec,explicit,album_release_date,album_type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
37,34I0nBvoE0ZXmqbKiJ5BWS,Stranger Things,Joyner,Stranger Things,63,219.7,True,2018-02-25,single,0.867,0.663,10,-5.838,0,0.178,0.443,0.0,0.117,0.481,121.978,4
38,69fnnbeoZO9h16CUZGIbTG,Revenge,Joyner,ADHD,63,269.1,True,2020-03-27,album,0.844,0.574,4,-4.886,0,0.382,0.306,0.0,0.11,0.476,158.047,4
39,3dqxngWDgh4tb0VSb83nvc,I'm Sorry,Joyner,508-507-2209,61,349.8,True,2017-06-16,album,0.746,0.576,8,-7.461,1,0.414,0.252,0.0,0.074,0.337,110.2,4
40,32PKQDEaouIIOlNZ5umoR6,No Diggity,Lucas,No Diggity,67,168.7,False,2021-03-26,single,0.74,0.709,6,-5.573,0,0.0674,0.0536,0.0,0.11,0.69,121.998,4
41,4mrAArfFEIqpH6myouJb03,Paper Planes,Lucas,Paper Planes,65,186.7,False,2021-07-30,single,0.643,0.762,7,-4.003,0,0.0373,0.0525,0.0,0.345,0.399,125.947,4
42,4WRZjx6NQDQQbfe98Peg8T,Perfect (feat. Haris),Lucas,Letters To Remember,58,176.5,False,2020-10-16,album,0.751,0.659,6,-4.642,1,0.099,0.0946,0.0,0.0945,0.532,118.021,4
43,4snOHAw3BxiKWFeOyLeEpB,Another Life (feat. Alida),Lucas,Letters To Remember,62,212.5,False,2020-10-16,album,0.541,0.653,5,-5.954,1,0.04,0.00531,0.0,0.126,0.264,123.854,4
44,3oSCJeOl0XjcpNcigO9vj7,I Want It All,Lucas,Letters To Remember,62,191.8,False,2020-10-16,album,0.612,0.726,1,-5.934,1,0.036,0.0374,2e-06,0.105,0.478,119.964,4
45,73RTbo2nzGjuhuAPqj3AgB,Where Have You Gone (Anywhere),Lucas,Letters To Remember,55,158.6,False,2020-10-16,album,0.618,0.767,5,-5.024,1,0.0491,0.00564,0.0,0.147,0.239,124.067,4
46,21te7Pz3VowOuFho1nfdR0,Letters,Lucas,Letters To Remember,58,191.0,False,2020-10-16,album,0.634,0.771,7,-7.727,1,0.0394,0.00855,0.0,0.29,0.575,121.984,4
47,0o8PAzsSLDa4MVQJixGVty,Summer On You (feat. Wulf),Lucas,Summer On You (feat. Wulf),57,160.0,False,2016-06-10,single,0.731,0.727,7,-5.608,0,0.0356,0.0295,4.56e-06,0.171,0.601,120.968,4
48,3m0BCyPaS5BN5iQgtdPr0u,Perfect (feat. Haris) - LUM!X Remix,Lucas,Perfect (feat. Haris) [LUM!X Remix],56,187.1,False,2019-11-29,single,0.723,0.87,6,-4.96,1,0.0354,0.00266,3.5e-06,0.0581,0.509,127.932,4
49,7MwoGAOLI3MnEC7mGFOYcW,Say Something - RetroVision Remix,Lucas,Say Something (The Remixes),56,208.6,False,2019-03-18,single,0.779,0.756,8,-4.669,1,0.0887,0.215,2.48e-06,0.333,0.795,125.988,4
50,3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem,The Marshall Mathers LP,84,284.2,True,2000-05-23,album,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4
51,7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,The Eminem Show,83,290.3,True,2002-05-26,album,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,4
52,4xkOaSrkexMciUUogZKVTS,'Till I Collapse,Eminem,The Eminem Show,83,297.8,True,2002-05-26,album,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,4
53,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),Eminem,Music To Be Murdered By,83,210.8,True,2020-01-17,album,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,4
54,15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,Eminem,Recovery,80,263.4,True,2010-06-18,album,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,4
55,3UmaczJpikHgJFyBTAJVoz,Stan,Eminem,The Marshall Mathers LP,79,404.1,True,2000-05-23,album,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,4
56,7Ie9W94M7OjPoZVV216Xus,Not Afraid,Eminem,Recovery,77,248.1,True,2010-06-18,album,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,5
57,2SL6oP2YAEQbqsrkOzRGO4,Venom - Music From The Motion Picture,Eminem,Kamikaze,77,269.6,True,2018-08-31,album,0.749,0.794,0,-5.063,1,0.064,0.0193,0.0,0.543,0.46,135.959,4
58,6or1bKJiZ06IlK0vFvY75k,Rap God,Eminem,The Marshall Mathers LP2 (Deluxe),75,363.5,True,2013-11-05,album,0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14,4
59,5Z01UMMf7V1o0MzF86s6WJ,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,Curtain Call: The Hits (Deluxe Edition),74,326.5,True,2005-12-06,compilation,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,4
60,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,2014 Forest Hills Drive,84,293.0,True,2014-12-09,album,0.692,0.521,10,-8.465,0,0.33,0.301,0.0,0.0565,0.463,100.45,4
61,0Fs9cdPDhptWEDJmiCbkEW,She Knows (feat. Amber Coffman & Cults),J. Cole,Born Sinner (Deluxe Version),82,296.5,True,2013-06-18,album,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,4
62,2wAJTrFhCnQyNSD3oUgTZO,Work Out,J. Cole,Cole World: The Sideline Story,80,235.3,True,2011-09-27,album,0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004,4
63,5W8jRrZ6tWrTrqnKRtIQBf,p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,The Off-Season,80,218.2,True,2021-05-14,album,0.861,0.656,4,-7.867,0,0.425,0.104,0.0,0.0986,0.331,88.967,4
64,1D3z6HTiQsNmZxjl7F7eoG,m y . l i f e (with 21 Savage & Morray),J. Cole,The Off-Season,80,218.8,True,2021-05-14,album,0.597,0.587,7,-7.026,0,0.137,0.0622,0.0,0.214,0.0753,140.021,4
65,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,J. Cole,MIDDLE CHILD,79,213.6,True,2019-01-23,single,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,4
66,6Ius4TC0L3cN74HT7ENE6e,Wet Dreamz,J. Cole,2014 Forest Hills Drive,78,239.3,True,2014-12-09,album,0.517,0.705,6,-8.205,0,0.364,0.0751,0.0,0.128,0.584,175.906,4
67,2cnKST6T9qUo2i907lm8zX,a m a r i,J. Cole,The Off-Season,76,148.4,True,2021-05-14,album,0.725,0.713,4,-6.173,0,0.187,0.127,0.0,0.617,0.207,65.988,4
68,08LwMWf5Tcfsd752EPzFV0,i n t e r l u d e,J. Cole,The Off-Season,74,133.0,True,2021-05-14,album,0.77,0.574,1,-5.525,1,0.106,0.0617,0.0,0.104,0.104,98.962,3
69,2uwnP6tZVVmTovzX5ELooy,Power Trip (feat. Miguel),J. Cole,Born Sinner (Deluxe Version),74,241.2,True,2013-06-18,album,0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,4
70,3QFInJAm9eyaho5vBzxInN,family ties (with Kendrick Lamar),Kendrick Lamar,The Melodic Blue,75,252.3,True,2021-09-10,album,0.711,0.611,1,-5.453,1,0.33,0.00588,0.0,0.23,0.144,134.093,4
71,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,DAMN.,81,177.0,True,2017-04-14,album,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4
72,3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),Kendrick Lamar,Black Panther The Album Music From And Inspired By,79,232.2,True,2018-02-09,album,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4
73,0UTyLmkQgPOEIz95OVAJTR,range brothers (with Kendrick Lamar),Kendrick Lamar,The Melodic Blue,78,316.7,True,2021-09-10,album,0.667,0.582,11,-5.791,0,0.267,0.00466,0.0,0.124,0.141,121.972,4
74,6PGoSes0D9eUDeeAafB2As,LOVE. FEAT. ZACARI.,Kendrick Lamar,DAMN.,78,213.4,True,2017-04-14,album,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,4
75,6HZILIRieu8S0iqY8kIKhj,DNA.,Kendrick Lamar,DAMN.,77,185.9,True,2017-04-14,album,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,4
76,2HbKqm4o0w5wEeEFXm2sD4,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",76,386.9,True,2012,album,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,4
77,6REbwUNlppTfcnV4d4ZoZi,Swimming Pools (Drank),Kendrick Lamar,Swimming Pools (Drank),74,247.8,True,2012-01-01,single,0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,4
78,3iVcZ5G6tvkXZkZKlMpIUs,Alright,Kendrick Lamar,To Pimp A Butterfly,74,219.3,True,2015-03-16,album,0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,4
79,6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,Kendrick Lamar,DAMN.,73,275.3,True,2017-04-14,album,0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,4
80,5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,Everybody,76,250.2,True,2017-05-05,album,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,4
81,7M2tXmeS15NAzEn7ABFeBg,Homicide (feat. Eminem),Logic,Confessions of a Dangerous Mind,73,245.4,True,2019-05-10,album,0.694,0.759,10,-5.667,0,0.398,0.137,0.0,0.167,0.77,140.055,4
82,17N5FdRwJuv3UXQ7MHnbhF,Ballin,Logic,Uncle Drew (Original Motion Picture Soundtrack),70,166.1,True,2018-06-15,compilation,0.737,0.854,3,-6.414,0,0.221,0.0475,0.0,0.0905,0.65,150.621,4
83,4EAV2cKiqKP5UPZmY6dejk,Everyday,Logic,Bobby Tarantino II,70,204.7,True,2018-03-09,album,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,4
84,5jbDih9bLGmI8ycUKkN5XA,Perfect,Logic,No Pressure,68,100.3,True,2020-07-24,album,0.769,0.829,0,-5.228,1,0.0661,0.00948,6.65e-05,0.301,0.648,159.943,4
85,3e7Y6sfFlIdBMJhX7wpqVO,44 More,Logic,Bobby Tarantino II,67,188.6,True,2018-03-09,album,0.824,0.584,10,-7.098,0,0.221,0.0718,0.0,0.106,0.219,139.965,4
86,3PYx9Wte3jwb48V0wArMOy,Keanu Reeves,Logic,Confessions of a Dangerous Mind,66,225.9,True,2019-05-10,album,0.712,0.891,2,-6.457,1,0.24,0.0557,0.0,0.134,0.799,170.13,4
87,7cGFbx7MP0H23iHZTZpqMM,Everybody,Logic,Everybody,63,162.3,True,2017-05-05,album,0.885,0.94,1,-5.908,1,0.0913,0.161,0.0,0.0675,0.773,110.005,4
88,4lHBn99hzTKCqmEGoZaZcL,Vaccine,Logic,Bobby Tarantino III,63,121.6,True,2021-07-30,album,0.785,0.612,5,-4.068,1,0.0521,0.043,0.0,0.108,0.583,149.922,4
89,0OUZoXhXP1XbJnaez0jSJ4,Flawless,Logic,Bobby Tarantino III,63,224.2,True,2021-07-30,album,0.742,0.654,9,-6.992,1,0.2,0.334,1.18e-06,0.108,0.558,137.054,4
90,3J4VKkUpLvomXJbn9ZAypO,Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,Sharing Locations (feat. Lil Baby & Lil Durk),82,161.1,True,2021-08-27,single,0.681,0.63,1,-5.585,1,0.0385,0.00383,0.0,0.139,0.183,151.951,4
91,2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),Meek Mill,Championships,79,180.5,True,2018-11-30,album,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,4
92,488HG8lR11JswT2YgcWGRB,Blue Notes 2 (feat. Lil Uzi Vert),Meek Mill,Blue Notes 2 (feat. Lil Uzi Vert),76,230.4,True,2021-09-01,single,0.748,0.591,2,-6.234,0,0.331,0.152,0.0,0.64,0.192,74.958,4
93,3i1B1PnsfnOQPGVIzhf1lr,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",Meek Mill,"That's My N**** (with Meek Mill, YG & Snoop Dogg) [From Bright: The Album]",71,199.7,True,2017-12-15,single,0.723,0.732,11,-5.514,1,0.0864,0.11,0.0,0.484,0.503,104.991,4
94,42zd6DYQ4o4SECmTITrM1U,Dreams and Nightmares,Meek Mill,Dreams and Nightmares (Deluxe Edition),71,230.7,True,2012-10-26,album,0.631,0.774,11,-2.459,1,0.3,0.468,0.0,0.281,0.44,79.745,4
95,0Y0TOsE1q11qgbi7c5WZsG,R.I.C.O. (feat. Drake),Meek Mill,Dreams Worth More Than Money,70,197.1,True,2015-06-29,album,0.727,0.599,1,-6.941,1,0.327,0.317,0.0,0.219,0.386,167.909,3
96,5cAN3P7jWVf78gev1eF7TJ,Still Runnin (feat. Meek Mill),Meek Mill,The Voice of the Heroes,70,173.4,True,2021-06-04,album,0.856,0.727,2,-5.616,1,0.277,0.013,0.0,0.117,0.286,146.044,4
97,0hy1SOTEn9ifXTzOwnCwEr,All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,Dreams Worth More Than Money,67,224.0,True,2015-06-29,album,0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,4
98,7sjwaBQ6M3aVigYfBjm1sL,Ima Boss (feat. Rick Ross),Meek Mill,"MMG Presents: Self Made, Vol. 1",65,250.2,True,2011-05-23,compilation,0.37,0.87,5,-2.09,1,0.271,0.0415,0.0,0.604,0.331,79.092,4
99,7Gs3otHnZDq514kFHf0nx7,Blue Notes,Meek Mill,DC4,65,227.8,True,2016-10-28,album,0.515,0.431,4,-8.251,1,0.257,0.665,0.0,0.147,0.184,141.392,4
100,4RY96Asd9IefaL3X4LOLZ8,In Da Club,50 Cent,Get Rich Or Die Tryin',70,193.5,True,2003-02-06,album,0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059,4
101,5D2mYZuzcgjpchVY1pmTPh,Candy Shop,50 Cent,The Massacre,78,209.1,True,2005-03-03,album,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,5
102,4nva9EpKntUTs6CRSGBCn9,Just A Lil Bit,50 Cent,The Massacre,74,237.7,True,2005-03-03,album,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,4
103,2D1hlMwWWXpkc3CZJ5U351,P.I.M.P.,50 Cent,Get Rich Or Die Tryin',65,249.5,True,2003-02-06,album,0.7,0.758,10,-3.012,0,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,4
104,41bIQPBE1lFN0mmw6Lmssz,21 Questions,50 Cent,Get Rich Or Die Tryin',69,224.4,True,2003-02-06,album,0.576,0.807,6,-3.908,0,0.317,0.353,0.000363,0.0512,0.908,90.012,4
105,69bHJ9qs5FrUJbKP8xU8uZ,Disco Inferno,50 Cent,The Massacre,70,214.2,True,2005-03-03,album,0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.279,0.71,97.018,4
106,2I9foKseoFQh07p6sD2voE,Many Men (Wish Death),50 Cent,Get Rich Or Die Tryin',66,256.2,True,2003-02-06,album,0.653,0.826,6,-2.93,0,0.354,0.0153,0.00146,0.131,0.416,108.52,5
107,7JeKXMQKm6GoLGTkNy2jZ0,If I Can't,50 Cent,Get Rich Or Die Tryin',57,196.6,True,2003-02-06,album,0.892,0.631,11,-2.522,0,0.302,0.244,0.0,0.0235,0.838,93.975,4
108,0AtP8EkGPn6SwxKDaUuXec,Remember The Name (feat. Eminem & 50 Cent),50 Cent,No.6 Collaborations Project,67,207.8,True,2019-07-12,album,0.852,0.666,11,-6.923,0,0.184,0.135,0.0,0.798,0.726,91.046,4
109,36Hwcla06Q5BCr59CL0sBp,Ayo Technology,50 Cent,Curtis,54,247.9,True,2007-01-01,album,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144,4
110,2yPoXCs7BSIUrucMdK5PzV,Umbrella,Rihanna,Good Girl Gone Bad,65,276.0,False,2007-01-01,album,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,4
111,5oO3drDxtziYU2H1X23ZIp,Love On The Brain,Rihanna,ANTI (Deluxe),79,224.0,True,2016-01-28,album,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,3
112,4pAl7FkDMNBsjykPXo91B3,Needed Me,Rihanna,ANTI (Deluxe),78,191.6,True,2016-01-28,album,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,4
113,4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,Rihanna,Music Of The Sun,77,247.0,False,2005-08-29,album,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,4
114,78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds,Rihanna,FourFiveSeconds,77,188.2,False,2015-01-24,single,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,4
115,1Jo0Zg7XlrA6z0mFTZVdkn,Don't Stop The Music,Rihanna,Good Girl Gone Bad,64,267.1,False,2007-01-01,album,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,4
116,2VOomzT6VavJOGBeySqaMc,Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,75,238.6,False,2008-06-02,album,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,4
117,72TFWvU3wUYdUuxejTTIzt,Work,Rihanna,ANTI (Deluxe),75,219.3,True,2016-01-28,album,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,4
118,789CxjEOtO76BVD1A9yJQH,Stay - Album Version (Edited),Rihanna,Unapologetic (Edited Version),66,240.7,False,2012-01-01,album,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,4
119,1z9kQ14XBSN0r2v6fx4IdG,Diamonds,Rihanna,Unapologetic (Edited Version),67,225.1,False,2012-01-01,album,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,4
120,0dKg2vGC1hFqcK5LGTaKzX,Tusa,Nicki Minaj,KG0516,69,201.9,False,2021-03-26,album,0.799,0.701,2,-3.272,1,0.282,0.309,7.36e-05,0.0514,0.607,100.946,4
121,67G6iaOw8DZqp1z8STR89R,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,Nicki Minaj,WHOLE LOTTA MONEY (feat. Nicki Minaj) [Remix],79,229.6,True,2021-07-09,single,0.893,0.463,1,-5.301,1,0.36,0.199,0.0,0.318,0.591,81.026,4
